file,engine,runs,energy_uj,real_sec,user_sec,sys_sec
spectral-norm.js,hermes,2,3987661,0.21,0.20,0.00
spectral-norm.js,hermes-0.12.0,2,4117604,0.21,0.21,0.00
spectral-norm.js,qjs,2,11826386,0.66,0.65,0.00
spectral-norm.js,quickjs-0.7.0,2,6665266,0.35,0.34,0.00
spectral-norm.js,quickjs-0.1.0,2,5712082,0.30,0.29,0.00
spectral-norm.js,xs,2,14280786,0.76,0.71,0.04
spectral-norm.js,xs-5.3.0,2,16300434,0.84,0.79,0.04
spectral-norm.js,xs-4.3.4,2,16851703,0.87,0.83,0.04
binary-trees-7.js,v8,2,568480,0.02,0.01,0.01
binary-trees-7.js,v8-13.3.404,2,535705,0.02,0.01,0.01
binary-trees-7.js,v8-12.2.149,2,508239,0.02,0.00,0.01
binary-trees-7.js,sm-146.0,2,438231,0.02,0.01,0.00
binary-trees-7.js,sm-127.0,2,456602,0.02,0.01,0.00
binary-trees-7.js,sm-114.0.1,2,458556,0.02,0.01,0.00
binary-trees-7.js,jsc,2,489806,0.02,0.01,0.01
binary-trees-7.js,graaljs,2,2069148,0.11,0.08,0.02
binary-trees-7.js,graaljs-24.1.1,2,2598565,0.13,0.11,0.02
binary-trees-7.js,graaljs-23.0.2,2,3007988,0.16,0.11,0.04
binary-trees-7.js,hermes,2,435973,0.02,0.01,0.00
binary-trees-7.js,hermes-0.12.0,2,426512,0.01,0.01,0.00
binary-trees-7.js,qjs,2,919797,0.04,0.04,0.00
binary-trees-7.js,quickjs-0.7.0,2,935239,0.04,0.04,0.00
binary-trees-7.js,quickjs-0.1.0,2,988279,0.05,0.03,0.01
binary-trees-7.js,xs,2,1637142,0.08,0.03,0.04
binary-trees-7.js,xs-5.3.0,2,1728816,0.09,0.04,0.04
binary-trees-7.js,xs-4.3.4,2,1712031,0.09,0.04,0.04
fannkuch-redux.js,v8,2,676817,0.03,0.02,0.01
fannkuch-redux.js,v8-13.3.404,2,621885,0.03,0.01,0.01
fannkuch-redux.js,v8-12.2.149,2,632018,0.03,0.01,0.01
fannkuch-redux.js,sm-146.0,2,618346,0.03,0.02,0.00
fannkuch-redux.js,sm-127.0,2,676085,0.03,0.02,0.00
fannkuch-redux.js,sm-114.0.1,2,673033,0.03,0.02,0.00
fannkuch-redux.js,jsc,2,898130,0.04,0.03,0.00
fannkuch-redux.js,graaljs,2,24026184,1.28,1.23,0.04
fannkuch-redux.js,graaljs-24.1.1,2,20621407,1.10,1.04,0.05
fannkuch-redux.js,graaljs-23.0.2,2,17544510,0.93,0.87,0.06
fannkuch-redux.js,hermes,2,2402399,0.12,0.12,0.00
fannkuch-redux.js,hermes-0.12.0,2,2319086,0.12,0.11,0.00
fannkuch-redux.js,qjs,2,6794050,0.35,0.35,0.00
fannkuch-redux.js,quickjs-0.7.0,2,5445420,0.28,0.28,0.00
fannkuch-redux.js,quickjs-0.1.0,2,3186394,0.16,0.16,0.00
fannkuch-redux.js,xs,2,7616497,0.40,0.35,0.05
fannkuch-redux.js,xs-5.3.0,2,8467996,0.45,0.40,0.04
fannkuch-redux.js,xs-4.3.4,2,8511819,0.45,0.41,0.04
fasta-8.js,v8,2,923582,0.04,0.02,0.01
fasta-8.js,v8-13.3.404,2,930784,0.04,0.03,0.01
fasta-8.js,v8-12.2.149,2,935727,0.04,0.03,0.01
fasta-8.js,sm-146.0,2,915952,0.04,0.03,0.00
fasta-8.js,sm-127.0,2,890623,0.04,0.03,0.00
fasta-8.js,sm-114.0.1,2,909238,0.04,0.03,0.00
fasta-8.js,jsc,2,1201840,0.06,0.04,0.01
fasta-8.js,graaljs,2,15339499,0.82,0.75,0.06
fasta-8.js,graaljs-24.1.1,2,12973905,0.69,0.62,0.06
fasta-8.js,graaljs-23.0.2,2,12320770,0.65,0.58,0.06
fasta-8.js,hermes,2,2573113,0.13,0.12,0.00
fasta-8.js,hermes-0.12.0,2,2462701,0.13,0.11,0.01
fasta-8.js,qjs,2,6913435,0.36,0.36,0.00
fasta-8.js,quickjs-0.7.0,2,5968612,0.31,0.31,0.00
fasta-8.js,quickjs-0.1.0,2,5325426,0.28,0.27,0.00
fasta-8.js,xs,2,6766035,0.36,0.31,0.04
fasta-8.js,xs-5.3.0,2,8146219,0.43,0.39,0.04
fasta-8.js,xs-4.3.4,2,7957316,0.42,0.37,0.04
fasta.js,v8,2,938352,0.04,0.03,0.01
fasta.js,v8-13.3.404,2,921995,0.04,0.03,0.01
fasta.js,v8-12.2.149,2,919004,0.04,0.03,0.01
fasta.js,sm-146.0,2,888975,0.04,0.03,0.00
fasta.js,sm-127.0,2,867612,0.04,0.03,0.00
fasta.js,sm-114.0.1,2,871885,0.04,0.03,0.00
fasta.js,jsc,2,1130490,0.05,0.04,0.01
fasta.js,graaljs,2,29326646,1.57,1.48,0.07
fasta.js,graaljs-24.1.1,2,31909953,1.70,1.62,0.07
fasta.js,graaljs-23.0.2,2,29281847,1.56,1.46,0.08
fasta.js,hermes,2,3142753,0.16,0.15,0.00
fasta.js,hermes-0.12.0,2,3151481,0.16,0.16,0.00
fasta.js,qjs,2,16817645,0.89,0.89,0.00
fasta.js,quickjs-0.7.0,2,15491110,0.82,0.82,0.00
fasta.js,quickjs-0.1.0,2,17673295,0.94,0.94,0.00
fasta.js,xs,2,10498630,0.55,0.48,0.07
fasta.js,xs-5.3.0,2,11517853,0.61,0.54,0.06
fasta.js,xs-4.3.4,2,10796298,0.56,0.51,0.05
mandelbrot-2.js,v8,2,726683,0.03,0.02,0.01
mandelbrot-2.js,v8-13.3.404,2,637145,0.03,0.01,0.01
mandelbrot-2.js,v8-12.2.149,2,686949,0.03,0.02,0.00
mandelbrot-2.js,sm-146.0,2,551024,0.02,0.01,0.00
mandelbrot-2.js,sm-127.0,2,570616,0.02,0.02,0.00
mandelbrot-2.js,sm-114.0.1,2,542357,0.02,0.02,0.00
mandelbrot-2.js,jsc,2,834593,0.04,0.03,0.00
mandelbrot-2.js,graaljs,2,4757129,0.25,0.21,0.04
mandelbrot-2.js,graaljs-24.1.1,2,5034411,0.26,0.21,0.04
mandelbrot-2.js,graaljs-23.0.2,2,5242174,0.27,0.22,0.05
mandelbrot-2.js,hermes,2,1009214,0.05,0.04,0.00
mandelbrot-2.js,hermes-0.12.0,2,951292,0.04,0.04,0.00
mandelbrot-2.js,qjs,2,5491014,0.29,0.28,0.00
mandelbrot-2.js,quickjs-0.7.0,2,5068224,0.26,0.25,0.00
mandelbrot-2.js,quickjs-0.1.0,2,4228810,0.22,0.21,0.00
mandelbrot-2.js,xs,2,7430645,0.39,0.34,0.04
mandelbrot-2.js,xs-5.3.0,2,8526712,0.43,0.39,0.04
mandelbrot-2.js,xs-4.3.4,2,8435830,0.44,0.40,0.04
mandelbrot-8.js,v8,2,718016,0.03,0.01,0.01
mandelbrot-8.js,v8-13.3.404,2,690367,0.03,0.01,0.01
mandelbrot-8.js,v8-12.2.149,2,643919,0.03,0.01,0.01
mandelbrot-8.js,sm-146.0,2,575621,0.02,0.01,0.00
mandelbrot-8.js,sm-127.0,2,550475,0.02,0.02,0.00
mandelbrot-8.js,sm-114.0.1,2,550047,0.02,0.02,0.00
mandelbrot-8.js,jsc,2,909178,0.04,0.03,0.00
mandelbrot-8.js,graaljs,2,4800524,0.25,0.20,0.04
mandelbrot-8.js,graaljs-24.1.1,2,4673877,0.24,0.19,0.04
mandelbrot-8.js,graaljs-23.0.2,2,4547108,0.23,0.18,0.05
mandelbrot-8.js,hermes,2,1056638,0.05,0.04,0.00
mandelbrot-8.js,hermes-0.12.0,2,1015012,0.05,0.04,0.00
mandelbrot-8.js,qjs,2,5219164,0.27,0.27,0.00
mandelbrot-8.js,quickjs-0.7.0,2,4425098,0.23,0.22,0.00
mandelbrot-8.js,quickjs-0.1.0,2,3864309,0.20,0.20,0.00
mandelbrot-8.js,xs,2,8493326,0.44,0.40,0.04
mandelbrot-8.js,xs-5.3.0,2,9574195,0.49,0.45,0.04
mandelbrot-8.js,xs-4.3.4,2,9307716,0.49,0.45,0.04
mandelbrot.js,v8,2,637694,0.03,0.01,0.01
mandelbrot.js,v8-13.3.404,2,657347,0.03,0.01,0.01
mandelbrot.js,v8-12.2.149,2,621031,0.03,0.02,0.00
mandelbrot.js,sm-146.0,2,552672,0.02,0.02,0.00
mandelbrot.js,sm-127.0,2,553466,0.02,0.02,0.00
mandelbrot.js,sm-114.0.1,2,541625,0.02,0.02,0.00
mandelbrot.js,jsc,2,766173,0.03,0.03,0.00
mandelbrot.js,graaljs,2,5236742,0.27,0.23,0.04
mandelbrot.js,graaljs-24.1.1,2,5351366,0.28,0.24,0.04
mandelbrot.js,graaljs-23.0.2,2,4596912,0.24,0.18,0.05
mandelbrot.js,hermes,2,1056150,0.05,0.04,0.00
mandelbrot.js,hermes-0.12.0,2,988401,0.05,0.04,0.00
mandelbrot.js,qjs,2,5571885,0.29,0.29,0.00
mandelbrot.js,quickjs-0.7.0,2,5101366,0.26,0.26,0.00
mandelbrot.js,quickjs-0.1.0,2,4214467,0.22,0.21,0.00
mandelbrot.js,xs,2,7857463,0.41,0.36,0.04
mandelbrot.js,xs-5.3.0,2,8653054,0.44,0.40,0.04
mandelbrot.js,xs-4.3.4,2,8666665,0.46,0.41,0.04
spectral-norm-8.js,v8,2,1203000,0.06,0.04,0.01
spectral-norm-8.js,v8-13.3.404,2,988950,0.05,0.03,0.01
spectral-norm-8.js,v8-12.2.149,2,1228269,0.05,0.03,0.01
spectral-norm-8.js,sm-146.0,2,1139828,0.05,0.05,0.00
spectral-norm-8.js,sm-127.0,2,1303280,0.06,0.06,0.00
spectral-norm-8.js,sm-114.0.1,2,1309750,0.06,0.06,0.00
spectral-norm-8.js,jsc,2,1210995,0.06,0.05,0.00
spectral-norm-8.js,graaljs,2,13685634,0.72,0.66,0.05
spectral-norm-8.js,graaljs-24.1.1,2,14852990,0.78,0.73,0.05
spectral-norm-8.js,graaljs-23.0.2,2,13986476,0.73,0.65,0.07
spectral-norm-8.js,hermes,2,5375353,0.28,0.27,0.00
spectral-norm-8.js,hermes-0.12.0,2,5526109,0.29,0.28,0.00
spectral-norm-8.js,qjs,2,14215906,0.79,0.78,0.00
spectral-norm-8.js,quickjs-0.7.0,2,9496253,0.50,0.49,0.00
spectral-norm-8.js,quickjs-0.1.0,2,7979716,0.42,0.41,0.00
spectral-norm-8.js,xs,2,14647789,0.76,0.71,0.04
spectral-norm-8.js,xs-5.3.0,2,17491227,0.90,0.86,0.04
spectral-norm-8.js,xs-4.3.4,2,17281328,0.90,0.86,0.03
spectral-norm.js,v8,2,956663,0.04,0.03,0.01
spectral-norm.js,v8-13.3.404,2,1117734,0.05,0.04,0.01
spectral-norm.js,v8-12.2.149,2,1010679,0.05,0.04,0.01
spectral-norm.js,sm-146.0,2,1004392,0.05,0.04,0.00
spectral-norm.js,sm-127.0,2,1187131,0.06,0.05,0.00
spectral-norm.js,sm-114.0.1,2,1189266,0.06,0.05,0.00
spectral-norm.js,jsc,2,1275754,0.06,0.05,0.00
spectral-norm.js,graaljs,2,12759611,0.68,0.61,0.06
spectral-norm.js,graaljs-24.1.1,2,14340662,0.76,0.69,0.06
spectral-norm.js,graaljs-23.0.2,2,16348286,0.86,0.78,0.08
spectral-norm.js,hermes,2,4026662,0.21,0.20,0.00
spectral-norm.js,hermes-0.12.0,2,4050405,0.21,0.20,0.00
spectral-norm.js,qjs,2,11861298,0.66,0.66,0.00
spectral-norm.js,quickjs-0.7.0,2,6598860,0.34,0.34,0.00
spectral-norm.js,quickjs-0.1.0,2,5730821,0.30,0.29,0.00
spectral-norm.js,xs,2,14964744,0.78,0.73,0.04
spectral-norm.js,xs-5.3.0,2,16531330,0.84,0.79,0.05
spectral-norm.js,xs-4.3.4,2,17168047,0.88,0.84,0.04
binary-trees-7.js,v8,2,573790,0.02,0.01,0.01
binary-trees-7.js,v8-13.3.404,2,533568,0.02,0.01,0.01
binary-trees-7.js,v8-12.2.149,2,501646,0.02,0.01,0.01
binary-trees-7.js,sm-146.0,2,462829,0.02,0.01,0.00
binary-trees-7.js,sm-127.0,2,445556,0.02,0.01,0.00
binary-trees-7.js,sm-114.0.1,2,461058,0.02,0.01,0.00
binary-trees-7.js,jsc,2,656187,0.03,0.02,0.01
binary-trees-7.js,graaljs,2,2472955,0.13,0.10,0.02
binary-trees-7.js,graaljs-24.1.1,2,2588311,0.13,0.10,0.03
binary-trees-7.js,graaljs-23.0.2,2,3785879,0.20,0.13,0.06
binary-trees-7.js,hermes,2,433287,0.02,0.01,0.00
binary-trees-7.js,hermes-0.12.0,2,409606,0.01,0.01,0.00
binary-trees-7.js,qjs,2,919614,0.04,0.04,0.00
binary-trees-7.js,quickjs-0.7.0,2,941709,0.04,0.03,0.00
binary-trees-7.js,quickjs-0.1.0,2,994382,0.05,0.04,0.00
binary-trees-7.js,xs,2,1669735,0.08,0.04,0.04
binary-trees-7.js,xs-5.3.0,2,1705867,0.09,0.04,0.04
binary-trees-7.js,xs-4.3.4,2,1744991,0.09,0.04,0.04
fannkuch-redux.js,v8,2,606505,0.03,0.01,0.01
fannkuch-redux.js,v8-13.3.404,2,624632,0.03,0.01,0.01
fannkuch-redux.js,v8-12.2.149,2,570678,0.02,0.01,0.01
fannkuch-redux.js,sm-146.0,2,617064,0.03,0.02,0.00
fannkuch-redux.js,sm-127.0,2,691283,0.03,0.02,0.00
fannkuch-redux.js,sm-114.0.1,2,677672,0.03,0.02,0.00
fannkuch-redux.js,jsc,2,881895,0.04,0.03,0.00
fannkuch-redux.js,graaljs,2,25048276,1.33,1.27,0.05
fannkuch-redux.js,graaljs-24.1.1,2,20780891,1.10,1.05,0.04
fannkuch-redux.js,graaljs-23.0.2,2,14598900,0.77,0.73,0.04
fannkuch-redux.js,hermes,2,2393060,0.12,0.11,0.00
fannkuch-redux.js,hermes-0.12.0,2,2340143,0.12,0.11,0.00
fannkuch-redux.js,qjs,2,6772626,0.35,0.35,0.00
fannkuch-redux.js,quickjs-0.7.0,2,5439073,0.28,0.28,0.00
fannkuch-redux.js,quickjs-0.1.0,2,3202690,0.16,0.16,0.00
fannkuch-redux.js,xs,2,7684612,0.41,0.36,0.04
fannkuch-redux.js,xs-5.3.0,2,8602517,0.45,0.40,0.05
fannkuch-redux.js,xs-4.3.4,2,8459634,0.45,0.40,0.04
fasta-8.js,v8,2,942991,0.04,0.03,0.01
fasta-8.js,v8-13.3.404,2,945616,0.04,0.03,0.01
fasta-8.js,v8-12.2.149,2,929991,0.04,0.03,0.01
fasta-8.js,sm-146.0,2,926267,0.04,0.03,0.00
fasta-8.js,sm-127.0,2,904844,0.04,0.04,0.00
fasta-8.js,sm-114.0.1,2,914060,0.04,0.04,0.00
fasta-8.js,jsc,2,1157712,0.06,0.03,0.02
fasta-8.js,graaljs,2,17013140,0.91,0.83,0.07
fasta-8.js,graaljs-24.1.1,2,13790919,0.73,0.67,0.05
fasta-8.js,graaljs-23.0.2,2,12465849,0.66,0.58,0.07
fasta-8.js,hermes,2,2567926,0.13,0.13,0.00
fasta-8.js,hermes-0.12.0,2,2453424,0.12,0.12,0.00
fasta-8.js,qjs,2,6940778,0.36,0.36,0.00
fasta-8.js,quickjs-0.7.0,2,5956833,0.31,0.31,0.00
fasta-8.js,quickjs-0.1.0,2,5331346,0.28,0.27,0.00
fasta-8.js,xs,2,6885114,0.36,0.32,0.04
fasta-8.js,xs-5.3.0,2,8291483,0.43,0.39,0.03
fasta-8.js,xs-4.3.4,2,8028055,0.42,0.38,0.04
fasta.js,v8,2,998471,0.05,0.03,0.01
fasta.js,v8-13.3.404,2,908323,0.04,0.03,0.01
fasta.js,v8-12.2.149,2,1019956,0.05,0.03,0.01
fasta.js,sm-146.0,2,913084,0.04,0.03,0.00
fasta.js,sm-127.0,2,869993,0.04,0.03,0.00
fasta.js,sm-114.0.1,2,877134,0.04,0.03,0.00
fasta.js,jsc,2,1160947,0.06,0.04,0.01
fasta.js,graaljs,2,32917885,1.76,1.69,0.06
fasta.js,graaljs-24.1.1,2,34572055,1.84,1.78,0.06
fasta.js,graaljs-23.0.2,2,29787033,1.59,1.50,0.08
fasta.js,hermes,2,3121635,0.16,0.16,0.00
fasta.js,hermes-0.12.0,2,3144157,0.16,0.16,0.00
fasta.js,qjs,2,16898821,0.90,0.90,0.00
fasta.js,quickjs-0.7.0,2,15457236,0.82,0.81,0.00
fasta.js,quickjs-0.1.0,2,17698563,0.94,0.93,0.00
fasta.js,xs,2,10458774,0.55,0.48,0.07
fasta.js,xs-5.3.0,2,11533967,0.61,0.53,0.07
fasta.js,xs-4.3.4,2,10795688,0.57,0.52,0.04
mandelbrot-2.js,v8,2,674376,0.03,0.02,0.01
mandelbrot-2.js,v8-13.3.404,2,658446,0.03,0.01,0.01
mandelbrot-2.js,v8-12.2.149,2,617736,0.03,0.01,0.01
mandelbrot-2.js,sm-146.0,2,541990,0.02,0.02,0.00
mandelbrot-2.js,sm-127.0,2,563902,0.02,0.02,0.00
mandelbrot-2.js,sm-114.0.1,2,550047,0.02,0.02,0.00
mandelbrot-2.js,jsc,2,836241,0.04,0.02,0.01
mandelbrot-2.js,graaljs,2,4766467,0.25,0.21,0.03
mandelbrot-2.js,graaljs-24.1.1,2,4857410,0.25,0.21,0.04
mandelbrot-2.js,graaljs-23.0.2,2,5340318,0.28,0.22,0.06
mandelbrot-2.js,hermes,2,1036130,0.05,0.04,0.00
mandelbrot-2.js,hermes-0.12.0,2,958066,0.04,0.04,0.00
mandelbrot-2.js,qjs,2,5489365,0.29,0.28,0.00
mandelbrot-2.js,quickjs-0.7.0,2,5064196,0.26,0.26,0.00
mandelbrot-2.js,quickjs-0.1.0,2,4221791,0.22,0.21,0.00
mandelbrot-2.js,xs,2,7791423,0.41,0.36,0.04
mandelbrot-2.js,xs-5.3.0,2,8534708,0.44,0.39,0.04
mandelbrot-2.js,xs-4.3.4,2,8286539,0.44,0.39,0.04
mandelbrot-8.js,v8,2,661680,0.03,0.02,0.01
mandelbrot-8.js,v8-13.3.404,2,695738,0.03,0.02,0.01
mandelbrot-8.js,v8-12.2.149,2,622068,0.03,0.01,0.01
mandelbrot-8.js,sm-146.0,2,541564,0.02,0.01,0.00
mandelbrot-8.js,sm-127.0,2,546568,0.02,0.01,0.00
mandelbrot-8.js,sm-114.0.1,2,538695,0.02,0.01,0.00
mandelbrot-8.js,jsc,2,844175,0.04,0.03,0.00
mandelbrot-8.js,graaljs,2,4697803,0.25,0.20,0.04
mandelbrot-8.js,graaljs-24.1.1,2,3150870,0.16,0.12,0.03
mandelbrot-8.js,graaljs-23.0.2,2,4489735,0.23,0.17,0.06
mandelbrot-8.js,hermes,2,1063473,0.05,0.05,0.00
mandelbrot-8.js,hermes-0.12.0,2,1035215,0.05,0.04,0.00
mandelbrot-8.js,qjs,2,5176805,0.27,0.26,0.00
mandelbrot-8.js,quickjs-0.7.0,2,4377369,0.23,0.22,0.00
mandelbrot-8.js,quickjs-0.1.0,2,3883535,0.20,0.19,0.00
mandelbrot-8.js,xs,2,8400369,0.44,0.39,0.05
mandelbrot-8.js,xs-5.3.0,2,9304359,0.49,0.45,0.04
mandelbrot-8.js,xs-4.3.4,2,9281104,0.49,0.45,0.04
mandelbrot.js,v8,2,638548,0.03,0.01,0.01
mandelbrot.js,v8-13.3.404,2,688658,0.03,0.02,0.01
mandelbrot.js,v8-12.2.149,2,597777,0.03,0.01,0.01
mandelbrot.js,sm-146.0,2,550658,0.02,0.02,0.00
mandelbrot.js,sm-127.0,2,550108,0.02,0.01,0.00
mandelbrot.js,sm-114.0.1,2,542479,0.02,0.02,0.00
mandelbrot.js,jsc,2,776487,0.03,0.03,0.00
mandelbrot.js,graaljs,2,4815479,0.25,0.20,0.04
mandelbrot.js,graaljs-24.1.1,2,4769397,0.25,0.20,0.04
mandelbrot.js,graaljs-23.0.2,2,4541309,0.24,0.19,0.05
mandelbrot.js,hermes,2,1054013,0.05,0.04,0.00
mandelbrot.js,hermes-0.12.0,2,978391,0.05,0.04,0.00
mandelbrot.js,qjs,2,5549241,0.29,0.29,0.00
mandelbrot.js,quickjs-0.7.0,2,5088122,0.26,0.26,0.00
mandelbrot.js,quickjs-0.1.0,2,4225819,0.22,0.21,0.00
mandelbrot.js,xs,2,7690654,0.40,0.35,0.05
mandelbrot.js,xs-5.3.0,2,8634378,0.45,0.40,0.04
mandelbrot.js,xs-4.3.4,2,8659036,0.46,0.41,0.04
spectral-norm-8.js,v8,2,1167661,0.06,0.04,0.01
spectral-norm-8.js,v8-13.3.404,2,1064817,0.05,0.04,0.01
spectral-norm-8.js,v8-12.2.149,2,1013181,0.05,0.03,0.01
spectral-norm-8.js,sm-146.0,2,1138669,0.05,0.05,0.00
spectral-norm-8.js,sm-127.0,2,1330746,0.06,0.06,0.00
spectral-norm-8.js,sm-114.0.1,2,1303036,0.06,0.06,0.00
spectral-norm-8.js,jsc,2,1227292,0.06,0.05,0.00
spectral-norm-8.js,graaljs,2,11980622,0.63,0.58,0.05
spectral-norm-8.js,graaljs-24.1.1,2,14232324,0.75,0.69,0.05
spectral-norm-8.js,graaljs-23.0.2,2,14709435,0.77,0.72,0.05
spectral-norm-8.js,hermes,2,5435899,0.28,0.28,0.00
spectral-norm-8.js,hermes-0.12.0,2,5571946,0.29,0.28,0.00
spectral-norm-8.js,qjs,2,14121119,0.78,0.78,0.00
spectral-norm-8.js,quickjs-0.7.0,2,9440589,0.49,0.49,0.00
spectral-norm-8.js,quickjs-0.1.0,2,7976908,0.42,0.41,0.00
spectral-norm-8.js,xs,2,14444054,0.76,0.72,0.04
spectral-norm-8.js,xs-5.3.0,2,16477924,0.85,0.81,0.04
spectral-norm-8.js,xs-4.3.4,2,17309160,0.91,0.86,0.04
spectral-norm.js,v8,2,985166,0.05,0.03,0.02
spectral-norm.js,v8-13.3.404,2,904417,0.04,0.02,0.01
spectral-norm.js,v8-12.2.149,2,1035702,0.05,0.03,0.01
spectral-norm.js,sm-146.0,2,972715,0.05,0.04,0.00
spectral-norm.js,sm-127.0,2,1169736,0.06,0.05,0.00
spectral-norm.js,sm-114.0.1,2,1182675,0.06,0.05,0.00
spectral-norm.js,jsc,2,1179745,0.06,0.05,0.00
spectral-norm.js,graaljs,2,10605747,0.56,0.52,0.03
spectral-norm.js,graaljs-24.1.1,2,11083224,0.59,0.53,0.04
spectral-norm.js,graaljs-23.0.2,2,14798363,0.78,0.70,0.07
spectral-norm.js,hermes,2,3991140,0.21,0.20,0.00
spectral-norm.js,hermes-0.12.0,2,4063589,0.21,0.21,0.00
spectral-norm.js,qjs,2,11818512,0.66,0.66,0.00
spectral-norm.js,quickjs-0.7.0,2,6567488,0.34,0.34,0.00
spectral-norm.js,quickjs-0.1.0,2,5696274,0.30,0.29,0.00
spectral-norm.js,xs,2,14153223,0.75,0.71,0.04
spectral-norm.js,xs-5.3.0,2,16432697,0.85,0.80,0.04
spectral-norm.js,xs-4.3.4,2,16818988,0.87,0.83,0.04
binary-trees-7.js,v8,2,574034,0.02,0.01,0.01
binary-trees-7.js,v8-13.3.404,2,509032,0.02,0.00,0.01
binary-trees-7.js,v8-12.2.149,2,497130,0.02,0.01,0.01
binary-trees-7.js,sm-146.0,2,459655,0.02,0.01,0.00
binary-trees-7.js,sm-127.0,2,448119,0.02,0.01,0.00
binary-trees-7.js,sm-114.0.1,2,457458,0.02,0.01,0.00
binary-trees-7.js,jsc,2,674864,0.03,0.01,0.01
binary-trees-7.js,graaljs,2,2507379,0.13,0.10,0.03
binary-trees-7.js,graaljs-24.1.1,2,2659112,0.14,0.10,0.03
binary-trees-7.js,graaljs-23.0.2,2,2640252,0.13,0.09,0.04
binary-trees-7.js,hermes,2,433714,0.02,0.01,0.00
binary-trees-7.js,hermes-0.12.0,2,413268,0.01,0.01,0.00
binary-trees-7.js,qjs,2,923826,0.04,0.03,0.00
binary-trees-7.js,quickjs-0.7.0,2,934385,0.04,0.03,0.00
binary-trees-7.js,quickjs-0.1.0,2,993772,0.05,0.04,0.00
binary-trees-7.js,xs,2,1654659,0.09,0.04,0.04
binary-trees-7.js,xs-5.3.0,2,1711849,0.09,0.04,0.05
binary-trees-7.js,xs-4.3.4,2,1695675,0.09,0.04,0.04
fannkuch-redux.js,v8,2,649107,0.03,0.01,0.01
fannkuch-redux.js,v8-13.3.404,2,683103,0.03,0.02,0.00
fannkuch-redux.js,v8-12.2.149,2,643492,0.03,0.01,0.01
fannkuch-redux.js,sm-146.0,2,653746,0.03,0.02,0.00
fannkuch-redux.js,sm-127.0,2,691038,0.03,0.02,0.00
fannkuch-redux.js,sm-114.0.1,2,670348,0.03,0.02,0.00
fannkuch-redux.js,jsc,2,771177,0.03,0.03,0.00
fannkuch-redux.js,graaljs,2,24559813,1.31,1.26,0.05
fannkuch-redux.js,graaljs-24.1.1,2,20719002,1.10,1.06,0.03
fannkuch-redux.js,graaljs-23.0.2,2,17275956,0.92,0.86,0.05
fannkuch-redux.js,hermes,2,2391473,0.12,0.11,0.00
fannkuch-redux.js,hermes-0.12.0,2,2329340,0.12,0.11,0.00
fannkuch-redux.js,qjs,2,6869978,0.36,0.36,0.00
fannkuch-redux.js,quickjs-0.7.0,2,5449815,0.28,0.28,0.00
fannkuch-redux.js,quickjs-0.1.0,2,3209831,0.16,0.16,0.00
fannkuch-redux.js,xs,2,7694011,0.41,0.35,0.05
fannkuch-redux.js,xs-5.3.0,2,8469583,0.45,0.41,0.03
fannkuch-redux.js,xs-4.3.4,2,8534524,0.45,0.41,0.04
fasta-8.js,v8,2,944089,0.04,0.03,0.01
fasta-8.js,v8-13.3.404,2,932676,0.04,0.02,0.01
fasta-8.js,v8-12.2.149,2,946347,0.04,0.03,0.01
fasta-8.js,sm-146.0,2,883603,0.04,0.03,0.00
fasta-8.js,sm-127.0,2,890805,0.04,0.04,0.00
fasta-8.js,sm-114.0.1,2,912290,0.04,0.04,0.00
fasta-8.js,jsc,2,1161740,0.06,0.04,0.01
fasta-8.js,graaljs,2,14431482,0.77,0.70,0.05
fasta-8.js,graaljs-24.1.1,2,13755458,0.73,0.67,0.05
fasta-8.js,graaljs-23.0.2,2,12299407,0.65,0.57,0.07
fasta-8.js,hermes,2,2542535,0.13,0.12,0.00
fasta-8.js,hermes-0.12.0,2,2395806,0.12,0.12,0.00
fasta-8.js,qjs,2,7012739,0.37,0.36,0.00
fasta-8.js,quickjs-0.7.0,2,5965683,0.31,0.30,0.00
fasta-8.js,quickjs-0.1.0,2,5319384,0.28,0.27,0.00
fasta-8.js,xs,2,6806257,0.36,0.32,0.04
fasta-8.js,xs-5.3.0,2,8090983,0.43,0.39,0.03
fasta-8.js,xs-4.3.4,2,7960123,0.42,0.37,0.05
fasta.js,v8,2,958677,0.04,0.03,0.01
fasta.js,v8-13.3.404,2,898863,0.04,0.03,0.01
fasta.js,v8-12.2.149,2,882444,0.04,0.03,0.01
fasta.js,sm-146.0,2,871336,0.04,0.03,0.00
fasta.js,sm-127.0,2,903562,0.04,0.03,0.00
fasta.js,sm-114.0.1,2,857115,0.04,0.03,0.00
fasta.js,jsc,2,1102597,0.05,0.04,0.00
fasta.js,graaljs,2,29064684,1.55,1.48,0.06
fasta.js,graaljs-24.1.1,2,33601111,1.79,1.71,0.07
fasta.js,graaljs-23.0.2,2,26750176,1.42,1.34,0.08
fasta.js,hermes,2,3121574,0.16,0.16,0.00
fasta.js,hermes-0.12.0,2,3144218,0.16,0.16,0.00
fasta.js,qjs,2,16791706,0.89,0.89,0.00
fasta.js,quickjs-0.7.0,2,15512838,0.82,0.81,0.00
fasta.js,quickjs-0.1.0,2,17604447,0.94,0.93,0.00
fasta.js,xs,2,10449925,0.55,0.48,0.07
fasta.js,xs-5.3.0,2,11543733,0.61,0.53,0.07
