file,engine,runs,energy_uj,real_sec,user_sec,sys_sec
binary-trees-7.js,v8,1,434997,0.02,0.00,0.01
binary-trees-7.js,v8-13.3.404,1,443541,0.02,0.00,0.01
binary-trees-7.js,v8-12.2.149,1,404052,0.01,0.00,0.01
binary-trees-7.js,sm-146.0,1,420348,0.02,0.01,0.00
binary-trees-7.js,sm-127.0,1,423339,0.02,0.01,0.00
binary-trees-7.js,sm-114.0.1,1,422972,0.02,0.01,0.00
binary-trees-7.js,jsc,1,502135,0.02,0.01,0.01
binary-trees-7.js,graaljs,1,1814814,0.09,0.07,0.02
binary-trees-7.js,graaljs-24.1.1,1,1599056,0.08,0.06,0.02
binary-trees-7.js,graaljs-23.0.2,1,1840083,0.09,0.05,0.03
binary-trees-7.js,hermes,1,264831,0.01,0.00,0.00
binary-trees-7.js,hermes-0.12.0,1,246459,0.01,0.00,0.00
binary-trees-7.js,qjs,1,515685,0.02,0.02,0.00
binary-trees-7.js,quickjs-0.7.0,1,518432,0.02,0.01,0.00
binary-trees-7.js,quickjs-0.1.0,1,527465,0.02,0.01,0.00
binary-trees-7.js,xs,1,877256,0.04,0.02,0.02
binary-trees-7.js,xs-5.3.0,1,921567,0.04,0.02,0.02
binary-trees-7.js,xs-4.3.4,1,894895,0.04,0.02,0.02
fannkuch-redux.js,v8,1,590392,0.02,0.01,0.01
fannkuch-redux.js,v8-13.3.404,1,584776,0.02,0.01,0.01
fannkuch-redux.js,v8-12.2.149,1,566282,0.02,0.01,0.01
fannkuch-redux.js,sm-146.0,1,515563,0.02,0.01,0.00
fannkuch-redux.js,sm-127.0,1,533507,0.02,0.01,0.00
fannkuch-redux.js,sm-114.0.1,1,546080,0.02,0.02,0.00
fannkuch-redux.js,jsc,1,568846,0.02,0.01,0.01
fannkuch-redux.js,graaljs,1,12124237,0.64,0.60,0.04
fannkuch-redux.js,graaljs-24.1.1,1,9902441,0.52,0.48,0.04
fannkuch-redux.js,graaljs-23.0.2,1,7526714,0.39,0.35,0.04
fannkuch-redux.js,hermes,1,1244321,0.06,0.06,0.00
fannkuch-redux.js,hermes-0.12.0,1,1205441,0.06,0.05,0.00
fannkuch-redux.js,qjs,1,3464530,0.18,0.18,0.00
fannkuch-redux.js,quickjs-0.7.0,1,2732415,0.14,0.13,0.00
fannkuch-redux.js,quickjs-0.1.0,1,1633114,0.08,0.07,0.00
fannkuch-redux.js,xs,1,3875661,0.20,0.18,0.02
fannkuch-redux.js,xs-5.3.0,1,4277088,0.22,0.20,0.02
fannkuch-redux.js,xs-4.3.4,1,4309681,0.22,0.20,0.02
fasta-8.js,v8,1,687742,0.03,0.02,0.01
fasta-8.js,v8-13.3.404,1,722471,0.03,0.02,0.01
fasta-8.js,v8-12.2.149,1,671874,0.03,0.01,0.01
fasta-8.js,sm-146.0,1,639586,0.03,0.02,0.00
fasta-8.js,sm-127.0,1,645079,0.03,0.02,0.00
fasta-8.js,sm-114.0.1,1,636168,0.03,0.02,0.00
fasta-8.js,jsc,1,809995,0.04,0.03,0.00
fasta-8.js,graaljs,1,7857585,0.42,0.36,0.05
fasta-8.js,graaljs-24.1.1,1,5312486,0.28,0.22,0.05
fasta-8.js,graaljs-23.0.2,1,5236681,0.28,0.22,0.05
fasta-8.js,hermes,1,1347226,0.06,0.06,0.00
fasta-8.js,hermes-0.12.0,1,1269528,0.06,0.05,0.00
fasta-8.js,qjs,1,3510611,0.18,0.18,0.00
fasta-8.js,quickjs-0.7.0,1,3029472,0.15,0.15,0.00
fasta-8.js,quickjs-0.1.0,1,2690728,0.14,0.14,0.00
fasta-8.js,xs,1,3447623,0.18,0.15,0.02
fasta-8.js,xs-5.3.0,1,4133046,0.21,0.18,0.02
fasta-8.js,xs-4.3.4,1,4030019,0.21,0.19,0.01
fasta.js,v8,1,640135,0.03,0.01,0.01
fasta.js,v8-13.3.404,1,618041,0.03,0.01,0.01
fasta.js,v8-12.2.149,1,619993,0.03,0.01,0.01
fasta.js,sm-146.0,1,643614,0.03,0.02,0.00
fasta.js,sm-127.0,1,627622,0.03,0.02,0.00
fasta.js,sm-114.0.1,1,628783,0.03,0.02,0.00
fasta.js,jsc,1,788938,0.04,0.03,0.00
fasta.js,graaljs,1,22394658,1.19,1.12,0.06
fasta.js,graaljs-24.1.1,1,22751102,1.21,1.14,0.06
fasta.js,graaljs-23.0.2,1,20623117,1.09,1.01,0.07
fasta.js,hermes,1,1618282,0.08,0.07,0.00
fasta.js,hermes-0.12.0,1,1615779,0.08,0.08,0.00
fasta.js,qjs,1,8466775,0.44,0.44,0.00
fasta.js,quickjs-0.7.0,1,7768107,0.41,0.40,0.00
fasta.js,quickjs-0.1.0,1,8891457,0.47,0.46,0.00
fasta.js,xs,1,5425096,0.28,0.24,0.03
fasta.js,xs-5.3.0,1,5874374,0.30,0.26,0.03
fasta.js,xs-4.3.4,1,5482713,0.28,0.26,0.02
mandelbrot-2.js,v8,1,642027,0.03,0.01,0.01
mandelbrot-2.js,v8-13.3.404,1,571593,0.02,0.01,0.01
mandelbrot-2.js,v8-12.2.149,1,527404,0.02,0.01,0.01
mandelbrot-2.js,sm-146.0,1,472106,0.02,0.01,0.00
mandelbrot-2.js,sm-127.0,1,494323,0.02,0.01,0.00
mandelbrot-2.js,sm-114.0.1,1,478392,0.02,0.01,0.00
mandelbrot-2.js,jsc,1,683470,0.03,0.02,0.00
mandelbrot-2.js,graaljs,1,2983940,0.15,0.12,0.03
mandelbrot-2.js,graaljs-24.1.1,1,4854418,0.25,0.20,0.04
mandelbrot-2.js,graaljs-23.0.2,1,5057116,0.26,0.21,0.05
mandelbrot-2.js,hermes,1,559447,0.02,0.02,0.00
mandelbrot-2.js,hermes-0.12.0,1,531309,0.02,0.02,0.00
mandelbrot-2.js,qjs,1,2795769,0.14,0.14,0.00
mandelbrot-2.js,quickjs-0.7.0,1,2602289,0.13,0.13,0.00
mandelbrot-2.js,quickjs-0.1.0,1,2163019,0.11,0.10,0.00
mandelbrot-2.js,xs,1,3872000,0.19,0.17,0.02
mandelbrot-2.js,xs-5.3.0,1,4333668,0.22,0.19,0.02
mandelbrot-2.js,xs-4.3.4,1,4254018,0.22,0.19,0.02
mandelbrot-8.js,v8,1,645872,0.03,0.01,0.01
mandelbrot-8.js,v8-13.3.404,1,608153,0.03,0.01,0.01
mandelbrot-8.js,v8-12.2.149,1,523680,0.02,0.01,0.01
mandelbrot-8.js,sm-146.0,1,476562,0.02,0.01,0.01
mandelbrot-8.js,sm-127.0,1,469970,0.02,0.01,0.00
mandelbrot-8.js,sm-114.0.1,1,475157,0.02,0.01,0.00
mandelbrot-8.js,jsc,1,617247,0.03,0.02,0.00
mandelbrot-8.js,graaljs,1,4457874,0.23,0.18,0.04
mandelbrot-8.js,graaljs-24.1.1,1,4509326,0.24,0.19,0.04
mandelbrot-8.js,graaljs-23.0.2,1,4160451,0.22,0.18,0.03
mandelbrot-8.js,hermes,1,569152,0.02,0.02,0.00
mandelbrot-8.js,hermes-0.12.0,1,545836,0.02,0.02,0.00
mandelbrot-8.js,qjs,1,2630913,0.13,0.13,0.00
mandelbrot-8.js,quickjs-0.7.0,1,2255182,0.11,0.11,0.00
mandelbrot-8.js,quickjs-0.1.0,1,2001826,0.10,0.09,0.00
mandelbrot-8.js,xs,1,4236622,0.22,0.19,0.02
mandelbrot-8.js,xs-5.3.0,1,4754870,0.24,0.22,0.02
mandelbrot-8.js,xs-4.3.4,1,4704212,0.24,0.22,0.02
mandelbrot.js,v8,1,646544,0.03,0.01,0.01
mandelbrot.js,v8-13.3.404,1,546080,0.02,0.01,0.01
mandelbrot.js,v8-12.2.149,1,550292,0.02,0.01,0.01
mandelbrot.js,sm-146.0,1,501220,0.02,0.01,0.00
mandelbrot.js,sm-127.0,1,477476,0.02,0.01,0.00
mandelbrot.js,sm-114.0.1,1,481017,0.02,0.01,0.00
mandelbrot.js,jsc,1,653868,0.03,0.02,0.01
mandelbrot.js,graaljs,1,4559680,0.23,0.19,0.04
mandelbrot.js,graaljs-24.1.1,1,4614124,0.24,0.20,0.04
mandelbrot.js,graaljs-23.0.2,1,4276600,0.22,0.17,0.05
mandelbrot.js,hermes,1,582702,0.02,0.02,0.00
mandelbrot.js,hermes-0.12.0,1,546934,0.02,0.02,0.00
mandelbrot.js,qjs,1,2811882,0.14,0.14,0.00
mandelbrot.js,quickjs-0.7.0,1,2617120,0.13,0.13,0.00
mandelbrot.js,quickjs-0.1.0,1,2157526,0.11,0.10,0.00
mandelbrot.js,xs,1,3981801,0.20,0.18,0.02
mandelbrot.js,xs-5.3.0,1,4366078,0.22,0.19,0.02
mandelbrot.js,xs-4.3.4,1,4390247,0.22,0.20,0.02
spectral-norm-8.js,v8,1,810789,0.04,0.02,0.01
spectral-norm-8.js,v8-13.3.404,1,734251,0.03,0.02,0.01
spectral-norm-8.js,v8-12.2.149,1,705686,0.03,0.02,0.01
spectral-norm-8.js,sm-146.0,1,600401,0.02,0.02,0.00
spectral-norm-8.js,sm-127.0,1,615416,0.03,0.02,0.00
spectral-norm-8.js,sm-114.0.1,1,598693,0.02,0.02,0.00
spectral-norm-8.js,jsc,1,812314,0.04,0.03,0.00
spectral-norm-8.js,graaljs,1,6761275,0.35,0.31,0.04
spectral-norm-8.js,graaljs-24.1.1,1,6920393,0.36,0.30,0.05
spectral-norm-8.js,graaljs-23.0.2,1,7265546,0.38,0.32,0.06
spectral-norm-8.js,hermes,1,2811882,0.14,0.14,0.00
spectral-norm-8.js,hermes-0.12.0,1,2795830,0.14,0.14,0.00
spectral-norm-8.js,qjs,1,7119184,0.39,0.39,0.00
spectral-norm-8.js,quickjs-0.7.0,1,4747729,0.24,0.24,0.00
spectral-norm-8.js,quickjs-0.1.0,1,4032033,0.21,0.20,0.00
spectral-norm-8.js,xs,1,7455731,0.38,0.35,0.03
spectral-norm-8.js,xs-5.3.0,1,8412515,0.42,0.40,0.02
spectral-norm-8.js,xs-4.3.4,1,8851418,0.45,0.43,0.01
spectral-norm.js,v8,1,771788,0.03,0.02,0.01
spectral-norm.js,v8-13.3.404,1,677183,0.03,0.02,0.01
spectral-norm.js,v8-12.2.149,1,722715,0.03,0.02,0.01
spectral-norm.js,sm-146.0,1,573851,0.02,0.02,0.00
spectral-norm.js,sm-127.0,1,557005,0.02,0.01,0.00
spectral-norm.js,sm-114.0.1,1,568297,0.02,0.02,0.00
spectral-norm.js,jsc,1,791624,0.04,0.03,0.00
spectral-norm.js,graaljs,1,4610584,0.24,0.19,0.04
spectral-norm.js,graaljs-24.1.1,1,6373519,0.33,0.28,0.05
spectral-norm.js,graaljs-23.0.2,1,6958905,0.36,0.29,0.06
spectral-norm.js,hermes,1,2049494,0.10,0.10,0.00
spectral-norm.js,hermes-0.12.0,1,2098383,0.10,0.10,0.00
spectral-norm.js,qjs,1,5965683,0.33,0.33,0.00
spectral-norm.js,quickjs-0.7.0,1,3346916,0.17,0.17,0.00
spectral-norm.js,quickjs-0.1.0,1,2880913,0.15,0.14,0.00
spectral-norm.js,xs,1,7266277,0.37,0.35,0.02
spectral-norm.js,xs-5.3.0,1,8290017,0.43,0.41,0.01
spectral-norm.js,xs-4.3.4,1,8714028,0.45,0.42,0.02
binary-trees-7.js,v8,1,424621,0.02,0.00,0.01
binary-trees-7.js,v8-13.3.404,1,442870,0.02,0.00,0.01
binary-trees-7.js,v8-12.2.149,1,421263,0.01,0.00,0.01
binary-trees-7.js,sm-146.0,1,405395,0.01,0.01,0.00
binary-trees-7.js,sm-127.0,1,425963,0.02,0.01,0.00
binary-trees-7.js,sm-114.0.1,1,422606,0.01,0.01,0.00
binary-trees-7.js,jsc,1,528319,0.02,0.01,0.01
binary-trees-7.js,graaljs,1,1856807,0.09,0.07,0.02
binary-trees-7.js,graaljs-24.1.1,1,1871577,0.09,0.07,0.02
binary-trees-7.js,graaljs-23.0.2,1,1825129,0.09,0.05,0.03
binary-trees-7.js,hermes,1,244262,0.01,0.00,0.00
binary-trees-7.js,hermes-0.12.0,1,263305,0.01,0.00,0.00
binary-trees-7.js,qjs,1,493285,0.02,0.02,0.00
binary-trees-7.js,quickjs-0.7.0,1,512755,0.02,0.02,0.00
binary-trees-7.js,quickjs-0.1.0,1,550108,0.02,0.02,0.00
binary-trees-7.js,xs,1,882383,0.04,0.02,0.01
binary-trees-7.js,xs-5.3.0,1,913571,0.04,0.02,0.02
binary-trees-7.js,xs-4.3.4,1,926206,0.04,0.02,0.01
fannkuch-redux.js,v8,1,607176,0.02,0.01,0.01
fannkuch-redux.js,v8-13.3.404,1,624571,0.03,0.01,0.01
fannkuch-redux.js,v8-12.2.149,1,573424,0.02,0.01,0.01
fannkuch-redux.js,sm-146.0,1,516478,0.02,0.02,0.00
fannkuch-redux.js,sm-127.0,1,550963,0.02,0.02,0.00
fannkuch-redux.js,sm-114.0.1,1,550230,0.02,0.01,0.00
fannkuch-redux.js,jsc,1,570739,0.02,0.01,0.00
fannkuch-redux.js,graaljs,1,12135406,0.64,0.60,0.04
fannkuch-redux.js,graaljs-24.1.1,1,9835546,0.52,0.47,0.04
fannkuch-redux.js,graaljs-23.0.2,1,7529338,0.39,0.34,0.05
fannkuch-redux.js,hermes,1,1242368,0.06,0.05,0.00
fannkuch-redux.js,hermes-0.12.0,1,1202573,0.06,0.05,0.00
fannkuch-redux.js,qjs,1,3416312,0.17,0.17,0.00
fannkuch-redux.js,quickjs-0.7.0,1,2810417,0.14,0.14,0.00
fannkuch-redux.js,quickjs-0.1.0,1,1644100,0.08,0.08,0.00
fannkuch-redux.js,xs,1,3835867,0.20,0.17,0.02
fannkuch-redux.js,xs-5.3.0,1,4299184,0.22,0.20,0.02
fannkuch-redux.js,xs-4.3.4,1,4259511,0.22,0.20,0.02
fasta-8.js,v8,1,694823,0.03,0.01,0.01
fasta-8.js,v8-13.3.404,1,719542,0.03,0.01,0.01
fasta-8.js,v8-12.2.149,1,669554,0.03,0.01,0.01
fasta-8.js,sm-146.0,1,637877,0.03,0.02,0.00
fasta-8.js,sm-127.0,1,642882,0.03,0.02,0.00
fasta-8.js,sm-114.0.1,1,659056,0.03,0.02,0.00
fasta-8.js,jsc,1,824156,0.04,0.02,0.01
fasta-8.js,graaljs,1,7852946,0.42,0.37,0.04
fasta-8.js,graaljs-24.1.1,1,7834331,0.41,0.35,0.06
fasta-8.js,graaljs-23.0.2,1,6837995,0.36,0.29,0.06
fasta-8.js,hermes,1,1341427,0.06,0.06,0.00
fasta-8.js,hermes-0.12.0,1,1254941,0.06,0.06,0.00
fasta-8.js,qjs,1,3511343,0.18,0.18,0.00
fasta-8.js,quickjs-0.7.0,1,3026238,0.15,0.15,0.00
fasta-8.js,quickjs-0.1.0,1,2692132,0.14,0.13,0.00
fasta-8.js,xs,1,3439506,0.18,0.16,0.02
fasta-8.js,xs-5.3.0,1,4149587,0.22,0.19,0.02
fasta-8.js,xs-4.3.4,1,4042165,0.21,0.19,0.02
fasta.js,v8,1,652647,0.03,0.01,0.01
fasta.js,v8-13.3.404,1,659606,0.03,0.02,0.01
fasta.js,v8-12.2.149,1,610472,0.03,0.01,0.01
fasta.js,sm-146.0,1,643493,0.03,0.02,0.00
fasta.js,sm-127.0,1,621763,0.03,0.02,0.00
fasta.js,sm-114.0.1,1,640135,0.03,0.02,0.00
fasta.js,jsc,1,756163,0.03,0.02,0.01
fasta.js,graaljs,1,18837659,1.00,0.94,0.06
fasta.js,graaljs-24.1.1,1,19767588,1.05,0.97,0.07
fasta.js,graaljs-23.0.2,1,20718392,1.09,1.01,0.07
fasta.js,hermes,1,1600276,0.08,0.08,0.00
fasta.js,hermes-0.12.0,1,1636837,0.08,0.08,0.00
fasta.js,qjs,1,8429177,0.44,0.44,0.00
fasta.js,quickjs-0.7.0,1,7799357,0.41,0.40,0.00
fasta.js,quickjs-0.1.0,1,8898476,0.47,0.46,0.00
fasta.js,xs,1,5309618,0.28,0.24,0.03
fasta.js,xs-5.3.0,1,5891648,0.31,0.27,0.03
fasta.js,xs-4.3.4,1,5439683,0.28,0.25,0.02
mandelbrot-2.js,v8,1,664000,0.03,0.01,0.01
mandelbrot-2.js,v8-13.3.404,1,568480,0.02,0.01,0.01
mandelbrot-2.js,v8-12.2.149,1,576049,0.02,0.01,0.01
mandelbrot-2.js,sm-146.0,1,472106,0.02,0.01,0.00
mandelbrot-2.js,sm-127.0,1,482848,0.02,0.01,0.00
mandelbrot-2.js,sm-114.0.1,1,476256,0.02,0.01,0.00
mandelbrot-2.js,jsc,1,677428,0.03,0.02,0.01
mandelbrot-2.js,graaljs,1,4619617,0.24,0.19,0.04
mandelbrot-2.js,graaljs-24.1.1,1,3166679,0.16,0.12,0.03
mandelbrot-2.js,graaljs-23.0.2,1,5027697,0.26,0.21,0.05
mandelbrot-2.js,hermes,1,558592,0.02,0.02,0.00
mandelbrot-2.js,hermes-0.12.0,1,531248,0.02,0.02,0.00
mandelbrot-2.js,qjs,1,2791618,0.14,0.14,0.00
mandelbrot-2.js,quickjs-0.7.0,1,2576654,0.13,0.13,0.00
mandelbrot-2.js,quickjs-0.1.0,1,2151667,0.11,0.10,0.00
mandelbrot-2.js,xs,1,3770865,0.19,0.17,0.02
mandelbrot-2.js,xs-5.3.0,1,4227711,0.21,0.19,0.01
mandelbrot-2.js,xs-4.3.4,1,4287281,0.22,0.20,0.02
mandelbrot-8.js,v8,1,553893,0.02,0.01,0.01
mandelbrot-8.js,v8-13.3.404,1,582091,0.02,0.01,0.01
mandelbrot-8.js,v8-12.2.149,1,557372,0.02,0.01,0.01
mandelbrot-8.js,sm-146.0,1,478698,0.02,0.01,0.00
mandelbrot-8.js,sm-127.0,1,471861,0.02,0.02,0.00
mandelbrot-8.js,sm-114.0.1,1,480406,0.02,0.01,0.00
mandelbrot-8.js,jsc,1,644835,0.03,0.02,0.00
mandelbrot-8.js,graaljs,1,4465626,0.23,0.19,0.04
mandelbrot-8.js,graaljs-24.1.1,1,4467090,0.23,0.18,0.04
mandelbrot-8.js,graaljs-23.0.2,1,4179799,0.22,0.17,0.04
mandelbrot-8.js,hermes,1,568663,0.02,0.02,0.00
mandelbrot-8.js,hermes-0.12.0,1,564635,0.02,0.02,0.00
mandelbrot-8.js,qjs,1,2612969,0.13,0.13,0.00
mandelbrot-8.js,quickjs-0.7.0,1,2251093,0.11,0.11,0.00
mandelbrot-8.js,quickjs-0.1.0,1,1989558,0.10,0.09,0.00
mandelbrot-8.js,xs,1,4297963,0.22,0.20,0.01
mandelbrot-8.js,xs-5.3.0,1,4826221,0.24,0.22,0.02
mandelbrot-8.js,xs-4.3.4,1,4712940,0.24,0.22,0.02
mandelbrot.js,v8,1,572447,0.02,0.01,0.01
mandelbrot.js,v8-13.3.404,1,596373,0.02,0.01,0.01
mandelbrot.js,v8-12.2.149,1,534117,0.02,0.01,0.01
mandelbrot.js,sm-146.0,1,483642,0.02,0.01,0.00
mandelbrot.js,sm-127.0,1,479430,0.02,0.01,0.00
mandelbrot.js,sm-114.0.1,1,465758,0.02,0.01,0.00
mandelbrot.js,jsc,1,593443,0.02,0.02,0.00
mandelbrot.js,graaljs,1,4515919,0.23,0.19,0.04
mandelbrot.js,graaljs-24.1.1,1,3110953,0.16,0.12,0.03
mandelbrot.js,graaljs-23.0.2,1,4249989,0.22,0.17,0.04
mandelbrot.js,hermes,1,553648,0.02,0.02,0.00
mandelbrot.js,hermes-0.12.0,1,546385,0.02,0.02,0.00
mandelbrot.js,qjs,1,2820000,0.14,0.14,0.00
mandelbrot.js,quickjs-0.7.0,1,2598748,0.13,0.13,0.00
mandelbrot.js,quickjs-0.1.0,1,2161005,0.11,0.10,0.00
mandelbrot.js,xs,1,3891042,0.20,0.17,0.02
mandelbrot.js,xs-5.3.0,1,4384144,0.22,0.20,0.02
mandelbrot.js,xs-4.3.4,1,4298085,0.22,0.20,0.02
spectral-norm-8.js,v8,1,786558,0.03,0.02,0.01
spectral-norm-8.js,v8-13.3.404,1,743406,0.03,0.02,0.01
spectral-norm-8.js,v8-12.2.149,1,677549,0.03,0.01,0.01
spectral-norm-8.js,sm-146.0,1,592711,0.02,0.02,0.00
spectral-norm-8.js,sm-127.0,1,605223,0.03,0.02,0.00
spectral-norm-8.js,sm-114.0.1,1,593444,0.02,0.02,0.00
spectral-norm-8.js,jsc,1,802854,0.04,0.03,0.01
spectral-norm-8.js,graaljs,1,6235885,0.33,0.28,0.04
spectral-norm-8.js,graaljs-24.1.1,1,8122965,0.43,0.39,0.04
spectral-norm-8.js,graaljs-23.0.2,1,8150797,0.43,0.34,0.08
spectral-norm-8.js,hermes,1,2773003,0.14,0.14,0.00
spectral-norm-8.js,hermes-0.12.0,1,2793817,0.14,0.14,0.00
spectral-norm-8.js,qjs,1,7046307,0.39,0.39,0.00
spectral-norm-8.js,quickjs-0.7.0,1,4722034,0.24,0.24,0.00
spectral-norm-8.js,quickjs-0.1.0,1,4064992,0.21,0.21,0.00
spectral-norm-8.js,xs,1,7383587,0.38,0.36,0.01
spectral-norm-8.js,xs-5.3.0,1,8416727,0.43,0.41,0.01
spectral-norm-8.js,xs-4.3.4,1,9080421,0.46,0.44,0.02
spectral-norm.js,v8,1,770994,0.03,0.02,0.01
spectral-norm.js,v8-13.3.404,1,669431,0.03,0.02,0.01
spectral-norm.js,v8-12.2.149,1,733091,0.03,0.02,0.01
spectral-norm.js,sm-146.0,1,545897,0.02,0.01,0.00
spectral-norm.js,sm-127.0,1,545226,0.02,0.01,0.00
spectral-norm.js,sm-114.0.1,1,549315,0.02,0.02,0.00
spectral-norm.js,jsc,1,774839,0.03,0.02,0.00
spectral-norm.js,graaljs,1,4498951,0.24,0.19,0.04
spectral-norm.js,graaljs-24.1.1,1,6415572,0.34,0.29,0.04
spectral-norm.js,graaljs-23.0.2,1,6417464,0.34,0.27,0.06
spectral-norm.js,hermes,1,2117792,0.11,0.10,0.00
spectral-norm.js,hermes-0.12.0,1,2091791,0.10,0.10,0.00
spectral-norm.js,qjs,1,5969833,0.33,0.32,0.00
spectral-norm.js,quickjs-0.7.0,1,3360527,0.17,0.17,0.00
spectral-norm.js,quickjs-0.1.0,1,2970024,0.15,0.15,0.00
spectral-norm.js,xs,1,7093365,0.37,0.35,0.02
spectral-norm.js,xs-5.3.0,1,8362955,0.42,0.40,0.02
spectral-norm.js,xs-4.3.4,1,8524576,0.43,0.41,0.02
binary-trees-7.js,v8,1,438842,0.02,0.00,0.01
binary-trees-7.js,v8-13.3.404,1,424132,0.01,0.00,0.01
binary-trees-7.js,v8-12.2.149,1,405516,0.01,0.00,0.01
binary-trees-7.js,sm-146.0,1,418578,0.02,0.01,0.00
binary-trees-7.js,sm-127.0,1,420653,0.02,0.01,0.00
binary-trees-7.js,sm-114.0.1,1,399902,0.02,0.01,0.00
binary-trees-7.js,jsc,1,433409,0.02,0.00,0.01
binary-trees-7.js,graaljs,1,1842830,0.09,0.07,0.02
binary-trees-7.js,graaljs-24.1.1,1,1615291,0.08,0.05,0.02
binary-trees-7.js,graaljs-23.0.2,1,1833736,0.09,0.05,0.04
binary-trees-7.js,hermes,1,264892,0.01,0.00,0.00
binary-trees-7.js,hermes-0.12.0,1,244628,0.01,0.00,0.00
binary-trees-7.js,qjs,1,505491,0.02,0.02,0.00
binary-trees-7.js,quickjs-0.7.0,1,509886,0.02,0.02,0.00
binary-trees-7.js,quickjs-0.1.0,1,541625,0.02,0.02,0.00
binary-trees-7.js,xs,1,859922,0.04,0.02,0.02
binary-trees-7.js,xs-5.3.0,1,904905,0.04,0.02,0.02
binary-trees-7.js,xs-4.3.4,1,903502,0.04,0.02,0.02
fannkuch-redux.js,v8,1,527037,0.02,0.01,0.01
fannkuch-redux.js,v8-13.3.404,1,572447,0.02,0.01,0.01
fannkuch-redux.js,v8-12.2.149,1,580016,0.02,0.01,0.01
fannkuch-redux.js,sm-146.0,1,512877,0.02,0.01,0.00
fannkuch-redux.js,sm-127.0,1,546385,0.02,0.02,0.00
fannkuch-redux.js,sm-114.0.1,1,546508,0.02,0.02,0.00
fannkuch-redux.js,jsc,1,645384,0.03,0.02,0.00
fannkuch-redux.js,graaljs,1,12077789,0.64,0.60,0.03
fannkuch-redux.js,graaljs-24.1.1,1,9905614,0.52,0.47,0.04
fannkuch-redux.js,graaljs-23.0.2,1,7476726,0.39,0.35,0.04
fannkuch-redux.js,hermes,1,1222531,0.06,0.06,0.00
fannkuch-redux.js,hermes-0.12.0,1,1224057,0.06,0.05,0.00
fannkuch-redux.js,qjs,1,3432059,0.18,0.17,0.00
fannkuch-redux.js,quickjs-0.7.0,1,2775383,0.14,0.14,0.00
fannkuch-redux.js,quickjs-0.1.0,1,1634517,0.08,0.08,0.00
fannkuch-redux.js,xs,1,3928457,0.20,0.18,0.02
fannkuch-redux.js,xs-5.3.0,1,4306996,0.22,0.20,0.02
fannkuch-redux.js,xs-4.3.4,1,4494495,0.23,0.21,0.02
fasta-8.js,v8,1,698240,0.03,0.01,0.01
fasta-8.js,v8-13.3.404,1,701719,0.03,0.02,0.01
fasta-8.js,v8-12.2.149,1,694700,0.03,0.02,0.01
fasta-8.js,sm-146.0,1,643859,0.03,0.02,0.00
fasta-8.js,sm-127.0,1,643675,0.03,0.02,0.00
fasta-8.js,sm-114.0.1,1,668577,0.03,0.02,0.00
fasta-8.js,jsc,1,788450,0.04,0.02,0.01
fasta-8.js,graaljs,1,8984840,0.47,0.41,0.05
fasta-8.js,graaljs-24.1.1,1,5281969,0.28,0.22,0.05
fasta-8.js,graaljs-23.0.2,1,6854780,0.36,0.29,0.07
fasta-8.js,hermes,1,1344723,0.06,0.06,0.00
fasta-8.js,hermes-0.12.0,1,1254574,0.06,0.05,0.00
fasta-8.js,qjs,1,3520682,0.18,0.18,0.00
fasta-8.js,quickjs-0.7.0,1,3025383,0.15,0.15,0.00
fasta-8.js,quickjs-0.1.0,1,2693231,0.14,0.13,0.00
fasta-8.js,xs,1,3460563,0.18,0.15,0.02
fasta-8.js,xs-5.3.0,1,4168202,0.21,0.19,0.02
fasta-8.js,xs-4.3.4,1,4061147,0.21,0.18,0.02
fasta.js,v8,1,646238,0.03,0.01,0.01
fasta.js,v8-13.3.404,1,629515,0.03,0.01,0.01
fasta.js,v8-12.2.149,1,641722,0.03,0.01,0.01
fasta.js,sm-146.0,1,647521,0.03,0.02,0.00
fasta.js,sm-127.0,1,638304,0.03,0.02,0.00
fasta.js,sm-114.0.1,1,626646,0.03,0.02,0.00
fasta.js,jsc,1,830686,0.04,0.03,0.00
fasta.js,graaljs,1,21238471,1.13,1.05,0.07
fasta.js,graaljs-24.1.1,1,22450504,1.19,1.12,0.07
fasta.js,graaljs-23.0.2,1,18195693,0.96,0.89,0.06
fasta.js,hermes,1,1627743,0.08,0.07,0.00
fasta.js,hermes-0.12.0,1,1616329,0.08,0.08,0.00
fasta.js,qjs,1,8446694,0.44,0.44,0.00
fasta.js,quickjs-0.7.0,1,7769207,0.41,0.40,0.00
fasta.js,quickjs-0.1.0,1,8813638,0.47,0.46,0.00
fasta.js,xs,1,5299852,0.28,0.25,0.03
fasta.js,xs-5.3.0,1,5784531,0.30,0.26,0.03
fasta.js,xs-4.3.4,1,5436266,0.28,0.26,0.01
mandelbrot-2.js,v8,1,571898,0.02,0.01,0.01
mandelbrot-2.js,v8-13.3.404,1,573668,0.02,0.01,0.01
mandelbrot-2.js,v8-12.2.149,1,553283,0.02,0.01,0.01
mandelbrot-2.js,sm-146.0,1,477782,0.02,0.01,0.00
mandelbrot-2.js,sm-127.0,1,493651,0.02,0.01,0.00
mandelbrot-2.js,sm-114.0.1,1,477965,0.02,0.01,0.00
mandelbrot-2.js,jsc,1,718443,0.03,0.02,0.00
mandelbrot-2.js,graaljs,1,4630725,0.24,0.19,0.04
